tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets
Jeronica is in the fucking top ten???? Aaaaah! https://t.co/8VkVL1rxmP,True,en,1,0,2021-02-28 06:18:26,1365909203815079937,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5179}","['jeronica', 'fucking', 'top', 'ten', 'aaaaah']",jeronica fucking top ten aaaaah
"@archiebettyOTP @EriVeronica @colesprouse @RiverdaleWriter I really like this couple, but I also really like jeronica and I'm like Veronica with tabitha😭😭😭",False,en,1,0,2021-02-27 23:41:42,1365809365400264707,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.851}","['really', 'like', 'couple', 'also', 'really', 'like', 'jeronica', 'like', 'veronica', 'tabitha']",really like couple also really like jeronica like veronica tabitha
@nymonologue setting up a bot to vote for jeronica because its a lesbian couple,False,en,3,0,2021-02-27 23:17:05,1365803170912436227,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['setting', 'bot', 'vote', 'jeronica', 'lesbian', 'couple']",setting bot vote jeronica lesbian couple
"RT @melanie_joness: All I ask, please, more scenes jeronica @WriterRAS #vughead #jeronica",False,en,0,4,2021-02-27 22:23:10,1365789599688179712,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}","['ask', 'please', 'scenes', 'jeronica', 'vughead', 'jeronica']",ask please scenes jeronica vughead jeronica
@chonistan420 wait when did u join rvd twitter? i was a bh in s1 but dropped them by s2 and replaced them with jeronica and cheronica and at this point i wanted betty dead i had a personal vendetta against her so i didn’t want her with anyone. and now i’m a jarchie wow we have all come so far,False,en,2,0,2021-02-27 21:48:47,1365780947413721096,"{'neg': 0.095, 'neu': 0.767, 'pos': 0.138, 'compound': 0.1822}","['wait', 'u', 'join', 'rvd', 'twitter', 'bh', 's1', 'dropped', 's2', 'replaced', 'jeronica', 'cheronica', 'point', 'wanted', 'betty', 'dead', 'personal', 'vendetta', 'want', 'anyone', 'jarchie', 'wow', 'come', 'far']",wait u join rvd twitter bh s1 dropped s2 replaced jeronica cheronica point wanted betty dead personal vendetta want anyone jarchie wow come far
once a jeronica always a jeronica... oh you’re in my veins and i cannot get you out💔,False,en,0,0,2021-02-27 21:25:24,1365775063295942658,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'always', 'jeronica', 'oh', 'veins', 'cannot', 'get']",jeronica always jeronica oh veins cannot get
cant stop watching riverdale through a jeronica lens... yes i noticed that jughead and veronica were wearing very similar glasses this ep and similar outfits in one scene yes i held my breath to see if jughead would say veronica’s name in the pops scene w archie,False,en,0,0,2021-02-27 21:25:24,1365775061853106181,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.7421}","['cant', 'stop', 'watching', 'riverdale', 'jeronica', 'lens', 'yes', 'noticed', 'jughead', 'veronica', 'wearing', 'similar', 'glasses', 'ep', 'similar', 'outfits', 'one', 'scene', 'yes', 'held', 'breath', 'see', 'jughead', 'would', 'say', 'veronica', 'name', 'pops', 'scene', 'w', 'archie']",cant stop watching riverdale jeronica lens yes noticed jughead veronica wearing similar glasses ep similar outfits one scene yes held breath see jughead would say veronica name pops scene w archie
JERONICA MAKING TOO TEN??? https://t.co/sRericSYfR https://t.co/cwfIu0mgoq,True,en,5,0,2021-02-27 20:32:03,1365761637060382722,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'making', 'ten']",jeronica making ten
RT @ShellyLahey: jeronica’s a part of this omg JERONICA’S GO VOTE,True,en,0,4,2021-02-27 20:16:40,1365757764270751745,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote
@BlaineandArchie Im reggieronnie &gt; jeronica if it makes you feel better but I will not sit here and lie and say j and v don't have chemistry,False,en,0,0,2021-02-27 20:12:40,1365756759705604099,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.2382}","['im', 'reggieronnie', 'gt', 'jeronica', 'makes', 'feel', 'better', 'sit', 'lie', 'say', 'j', 'v', 'chemistry']",im reggieronnie gt jeronica makes feel better sit lie say j v chemistry
when jeronica beat varchie i knew this was going to be wrong https://t.co/dDLyiykwcg,True,en,3,0,2021-02-27 20:11:29,1365756462249758724,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}","['jeronica', 'beat', 'varchie', 'knew', 'going', 'wrong']",jeronica beat varchie knew going wrong
"Good day for jeronica nation

https://t.co/gzAD02o44Y",False,en,4,1,2021-02-27 20:08:29,1365755704364175365,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}","['good', 'day', 'jeronica', 'nation']",good day jeronica nation
if jeronica is only 1.4% of the votes how much of the votes  did choni get…,False,en,0,0,2021-02-27 20:07:50,1365755544527642629,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', '1', '4', 'votes', 'much', 'votes', 'choni', 'get']",jeronica 1 4 votes much votes choni get
JERONICA GETTING HIGHER THAN VARCHIE????? how the turn tables... https://t.co/5cvW3ZmT1e,True,en,8,0,2021-02-27 20:07:09,1365755370052874240,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'getting', 'higher', 'varchie', 'turn', 'tables']",jeronica getting higher varchie turn tables
jeronica fans deserve jail time https://t.co/U05PEAe8nU,True,en,9,0,2021-02-27 20:06:37,1365755236120481796,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'fans', 'deserve', 'jail', 'time']",jeronica fans deserve jail time
how did jeronica get more votes than varchie?? what happened?? https://t.co/fFJ6IT6LWe,True,en,1,0,2021-02-27 20:06:34,1365755225605353476,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'get', 'votes', 'varchie', 'happened']",jeronica get votes varchie happened
"There's something special brewing in San Jose. 

This week in ""Our City, Our Stories,"" we're highlighting our friends at @NirvanaSoulSJ in the SoFa District. 

Co-founders Jeronica and Be’Anka hope to bring people together through the power of coffee and tea.",False,en,59,8,2021-02-27 20:00:01,1365753574555148288,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8271}","['something', 'special', 'brewing', 'san', 'jose', 'week', 'city', 'stories', 'highlighting', 'friends', 'sofa', 'district', 'co', 'founders', 'jeronica', 'anka', 'hope', 'bring', 'people', 'together', 'power', 'coffee', 'tea']",something special brewing san jose week city stories highlighting friends sofa district co founders jeronica anka hope bring people together power coffee tea
"my bestie, barchies this is to bring to your attention that I very recently discovered Jeronica could be amazing ,they've never had enough screen time so if something like that were to happen it would just be out of the blue and epic .
think about it ,for real !!!!!",False,en,19,3,2021-02-27 19:20:33,1365743644779507713,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.8286}","['bestie', 'barchies', 'bring', 'attention', 'recently', 'discovered', 'jeronica', 'could', 'amazing', 'never', 'enough', 'screen', 'time', 'something', 'like', 'happen', 'would', 'blue', 'epic', 'think', 'real']",bestie barchies bring attention recently discovered jeronica could amazing never enough screen time something like happen would blue epic think real
"@archiebettyOTP @barchiesdreams @EriVeronica @colesprouse @RiverdaleWriter jughead does not pay any attention to her !!!! or  veronica for that matter but I ship him with both , helppppppp!!!!! why don't we have any Jeronica scenes it's not fair ajdjwjjfkdkekf",False,en,2,0,2021-02-27 19:04:00,1365739480200581122,"{'neg': 0.093, 'neu': 0.85, 'pos': 0.057, 'compound': -0.5288}","['jughead', 'pay', 'attention', 'veronica', 'matter', 'ship', 'helppppppp', 'jeronica', 'scenes', 'fair', 'ajdjwjjfkdkekf']",jughead pay attention veronica matter ship helppppppp jeronica scenes fair ajdjwjjfkdkekf
"RT @archiebettyOTP: I will always &amp; forever be a Jeronica Stan but I gotta be honest, I'm falling in love with these two! https://t.co/POni…",False,en,0,1,2021-02-27 19:01:05,1365738745635471370,"{'neg': 0.062, 'neu': 0.591, 'pos': 0.346, 'compound': 0.892}","['always', 'amp', 'forever', 'jeronica', 'stan', 'gotta', 'honest', 'falling', 'love', 'two']",always amp forever jeronica stan gotta honest falling love two
barchie this barchie that what about jeronica two sides of the same coin dair-esque arc. huh?,False,en,1,0,2021-02-27 18:15:23,1365727242677018627,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['barchie', 'barchie', 'jeronica', 'two', 'sides', 'coin', 'dair', 'esque', 'arc', 'huh']",barchie barchie jeronica two sides coin dair esque arc huh
"I will always &amp; forever be a Jeronica Stan but I gotta be honest, I'm falling in love with these two! https://t.co/POni8uDT8Q",False,en,34,1,2021-02-27 18:05:16,1365724697657290752,"{'neg': 0.067, 'neu': 0.563, 'pos': 0.371, 'compound': 0.892}","['always', 'amp', 'forever', 'jeronica', 'stan', 'gotta', 'honest', 'falling', 'love', 'two']",always amp forever jeronica stan gotta honest falling love two
the way archie goes absolutely feral after jeronica kiss like??????,False,en,0,0,2021-02-27 17:59:46,1365723313134256130,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5803}","['way', 'archie', 'goes', 'absolutely', 'feral', 'jeronica', 'kiss', 'like']",way archie goes absolutely feral jeronica kiss like
RT @sexitopaz: I need more jeronica besties.,False,en,0,1,2021-02-27 17:20:59,1365713553253150723,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica', 'besties']",need jeronica besties
The only Romeo and Juliet ships are Choni and Jeronica I— https://t.co/NoAK0iZhs3,True,en,3,0,2021-02-27 17:15:56,1365712282857037826,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['romeo', 'juliet', 'ships', 'choni', 'jeronica']",romeo juliet ships choni jeronica
RT @ShellyLahey: jeronica’s a part of this omg JERONICA’S GO VOTE https://t.co/UFzZSa3MhS,True,en,0,4,2021-02-27 17:05:43,1365709712797425666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote
jeronica’s a part of this omg JERONICA’S GO VOTE https://t.co/UFzZSa3MhS,True,en,8,4,2021-02-27 17:03:01,1365709030086373377,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote
I need more jeronica besties.,False,en,4,1,2021-02-27 15:19:32,1365682990173458432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica', 'besties']",need jeronica besties
"RT @VugheadForever: Even if Riverdale ends without Jeronica and absolutely nothing about them, I will never stop thinking that they would h…",False,en,0,4,2021-02-27 13:49:06,1365660231016079360,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.2235}","['even', 'riverdale', 'ends', 'without', 'jeronica', 'absolutely', 'nothing', 'never', 'stop', 'thinking', 'would', 'h']",even riverdale ends without jeronica absolutely nothing never stop thinking would h
"RT @_patersons: why are the riverdale writers so scared to let jughead and veronica interact, seriously? the time jump + barchie was the pe…",False,en,0,15,2021-02-27 08:02:00,1365572879270739968,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6642}","['patersons', 'riverdale', 'writers', 'scared', 'let', 'jughead', 'veronica', 'interact', 'seriously', 'time', 'jump', 'barchie', 'pe']",patersons riverdale writers scared let jughead veronica interact seriously time jump barchie pe
@ThatNiggaAFool @Tiffernayyyyy @ceraliza You Jeronica‘s?,False,en,10,0,2021-02-27 03:39:13,1365506747826376707,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['jeronica'],jeronica
RT @VugheadForever: @azalben @decider I NEED JERONICA https://t.co/SCWk8kcwwU,False,en,0,1,2021-02-27 02:15:12,1365485605753389057,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica']",need jeronica
"This show is making me miss one of the best Jeronica fics, The Ward and her Protector",False,en,0,0,2021-02-27 01:31:50,1365474693369618432,"{'neg': 0.077, 'neu': 0.721, 'pos': 0.202, 'compound': 0.5574}","['show', 'making', 'miss', 'one', 'best', 'jeronica', 'fics', 'ward', 'protector']",show making miss one best jeronica fics ward protector
@CW_Riverdale snyways give me some Jeronica crumbs https://t.co/UDZiueF2f9,False,en,5,0,2021-02-27 01:02:30,1365467309637332996,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['snyways', 'give', 'jeronica', 'crumbs']",snyways give jeronica crumbs
Jughead said on S3x11 referring to Veronica “A hell of a good looking one was about to walk through my door”... I think the writers would’ve taken their storyline in a more joint manner if fans got as excited by that as they do by Barchie crumbs lol #Barchie #Jeronica #Riverdale,False,en,6,0,2021-02-27 01:00:01,1365466684983771136,"{'neg': 0.081, 'neu': 0.776, 'pos': 0.143, 'compound': 0.3612}","['jughead', 'said', 's3x11', 'referring', 'veronica', 'hell', 'good', 'looking', 'one', 'walk', 'door', 'think', 'writers', 'would', 'taken', 'storyline', 'joint', 'manner', 'fans', 'got', 'excited', 'barchie', 'crumbs', 'lol', 'barchie', 'jeronica', 'riverdale']",jughead said s3x11 referring veronica hell good looking one walk door think writers would taken storyline joint manner fans got excited barchie crumbs lol barchie jeronica riverdale
Omg I never noticed her thumb caressing his 😍😍😍💕💕 #jeronica #Riverdale #vughead https://t.co/vZWWhulIFu,True,en,10,1,2021-02-27 00:41:29,1365462022540861444,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['omg', 'never', 'noticed', 'thumb', 'caressing', 'jeronica', 'riverdale', 'vughead']",omg never noticed thumb caressing jeronica riverdale vughead
i just remembered when i was a jeronica and fred first got shot and the core four all group hugged archie i was like “veronica and jughead have their arms around each other they’re touching wow this is how i win” 😭😭 like... his dad is in critical condition in the hospital,False,en,18,0,2021-02-26 23:52:49,1365449775127146500,"{'neg': 0.042, 'neu': 0.792, 'pos': 0.166, 'compound': 0.7717}","['remembered', 'jeronica', 'fred', 'first', 'got', 'shot', 'core', 'four', 'group', 'hugged', 'archie', 'like', 'veronica', 'jughead', 'arms', 'around', 'touching', 'wow', 'win', 'like', 'dad', 'critical', 'condition', 'hospital']",remembered jeronica fred first got shot core four group hugged archie like veronica jughead arms around touching wow win like dad critical condition hospital
@azalben @decider I NEED JERONICA https://t.co/SCWk8kcwwU,False,en,2,1,2021-02-26 22:24:24,1365427523367165953,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica']",need jeronica
RT @mydairjeronica: JERONICA IN GLASSES 😭😭😭 my myopic babies https://t.co/vCSzm7v37w,False,en,0,31,2021-02-26 16:28:54,1365338059324153861,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'glasses', 'myopic', 'babies']",jeronica glasses myopic babies
"As much as I like Varchie, I adore the idea of Vughead (or is it Jeronica?) more. And hoping that plot twist will actually happen someday! 😃🤩😊 
#Riverdale #fangirl https://t.co/Gvl0M2NohS",False,en,27,2,2021-02-26 13:15:20,1365289346174046210,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.858}","['much', 'like', 'varchie', 'adore', 'idea', 'vughead', 'jeronica', 'hoping', 'plot', 'twist', 'actually', 'happen', 'someday', 'riverdale', 'fangirl']",much like varchie adore idea vughead jeronica hoping plot twist actually happen someday riverdale fangirl
When Jeronica is given their chance and this happens I’ll sob https://t.co/Kvnirn4tdP,True,en,9,0,2021-02-26 06:53:20,1365193213607223296,"{'neg': 0.143, 'neu': 0.714, 'pos': 0.143, 'compound': 0.0}","['jeronica', 'given', 'chance', 'happens', 'sob']",jeronica given chance happens sob
@CW_Riverdale I NEED MY JERONICA CRUMBS https://t.co/mDXRxnyIGh,False,en,8,0,2021-02-26 01:20:33,1365109463464763394,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica', 'crumbs']",need jeronica crumbs
i want to be a writer for riverdale just to pitch the idea of veronica dating cheryl and bffs jeronica every week,False,en,1,0,2021-02-26 00:22:42,1365094905161412608,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}","['want', 'writer', 'riverdale', 'pitch', 'idea', 'veronica', 'dating', 'cheryl', 'bffs', 'jeronica', 'every', 'week']",want writer riverdale pitch idea veronica dating cheryl bffs jeronica every week
"Because the writers always answer the questions related to absolutely every ship except Jeronica's. Is it a good sign? Would they want to surprise us?
Or maybe they don't care about the couple and some kind of rapprochement between them is impossible.
I don't know.",False,en,11,0,2021-02-25 23:46:45,1365085861042417668,"{'neg': 0.054, 'neu': 0.808, 'pos': 0.138, 'compound': 0.4646}","['writers', 'always', 'answer', 'questions', 'related', 'absolutely', 'every', 'ship', 'except', 'jeronica', 'good', 'sign', 'would', 'want', 'surprise', 'us', 'maybe', 'care', 'couple', 'kind', 'rapprochement', 'impossible', 'know']",writers always answer questions related absolutely every ship except jeronica good sign would want surprise us maybe care couple kind rapprochement impossible know
RT @VugheadForever: @azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites a…,False,en,0,1,2021-02-25 22:34:25,1365067656668323847,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites']",understand boats got board except jeronica opposites
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/aGSW9QHjJq,False,en,33,1,2021-02-25 21:33:04,1365052217963798528,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
Tbh I really don't care if Barchie happens or not 'cause I never shipped bughead &lt;&lt;&lt; Vughead/Jeronica,False,en,1,0,2021-02-25 21:31:19,1365051774206435332,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4416}","['tbh', 'really', 'care', 'barchie', 'happens', 'cause', 'never', 'shipped', 'bughead', 'lt', 'lt', 'lt', 'vughead', 'jeronica']",tbh really care barchie happens cause never shipped bughead lt lt lt vughead jeronica
Excuse me- where is this Jeronica coming from?!? That’s a ship I don’t think I can get used to #Riverdale,False,en,0,0,2021-02-25 20:49:07,1365041155742834692,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.2387}","['excuse', 'jeronica', 'coming', 'ship', 'think', 'get', 'used', 'riverdale']",excuse jeronica coming ship think get used riverdale
@RiverdaleWriter @cmaroon @nocontextrvd Will we have jeronica/Vughead friendship or more?,False,en,2,0,2021-02-25 18:52:46,1365011876007018509,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}","['jeronica', 'vughead', 'friendship']",jeronica vughead friendship
I don’t think y’all understand... I be getting so hyped for the episodes thinking in the back of my head that there is hope for a Jeronica scene and then getting disappointed when it doesn’t happen... KNOWING it won’t happen😭,False,en,10,0,2021-02-25 18:39:42,1365008588385751046,"{'neg': 0.076, 'neu': 0.854, 'pos': 0.071, 'compound': -0.0516}","['think', 'understand', 'getting', 'hyped', 'episodes', 'thinking', 'back', 'head', 'hope', 'jeronica', 'scene', 'getting', 'disappointed', 'happen', 'knowing', 'happen']",think understand getting hyped episodes thinking back head hope jeronica scene getting disappointed happen knowing happen
@RiverdaleWriter @cmaroon @nocontextrvd Talk about Jeronica,False,en,3,0,2021-02-25 18:31:16,1365006465539448837,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['talk', 'jeronica']",talk jeronica
RT @mydairjeronica: jughead in a conversation that brought up veronica is a jeronica crumb #Riverdale,False,en,0,2,2021-02-25 18:25:07,1365004915202871300,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jughead', 'conversation', 'brought', 'veronica', 'jeronica', 'crumb', 'riverdale']",jughead conversation brought veronica jeronica crumb riverdale
"“the town was drowning in problems, and a hell of a good-looking one was about to walk through my door”
*veronica walks in*
no like jeronica endgame I’m so serious",False,en,0,0,2021-02-25 18:21:24,1365003981781676036,"{'neg': 0.306, 'neu': 0.626, 'pos': 0.068, 'compound': -0.829}","['town', 'drowning', 'problems', 'hell', 'good', 'looking', 'one', 'walk', 'door', 'veronica', 'walks', 'like', 'jeronica', 'endgame', 'serious']",town drowning problems hell good looking one walk door veronica walks like jeronica endgame serious
I need Jeronica moots,False,en,0,0,2021-02-25 18:18:37,1365003280649236481,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['need', 'jeronica', 'moots']",need jeronica moots
@VugheadForever @azalben I think Jug will be together with Tabitha for at least a season. I was confindent that we will se Jeronica after the timeskip but now they interact even less than before😂,False,en,2,0,2021-02-25 13:17:25,1364927481019514884,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['think', 'jug', 'together', 'tabitha', 'least', 'season', 'confindent', 'se', 'jeronica', 'timeskip', 'interact', 'even', 'less']",think jug together tabitha least season confindent se jeronica timeskip interact even less
"If the writers were smart,, they’d make Jeronica a couple bcuz they’re the only het ship worth something in this show . #Riverdale",False,en,2,0,2021-02-25 12:04:28,1364909122685202433,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2263}","['writers', 'smart', 'make', 'jeronica', 'couple', 'bcuz', 'het', 'ship', 'worth', 'something', 'show', 'riverdale']",writers smart make jeronica couple bcuz het ship worth something show riverdale
Jeronica would be the only ship with intelligence and meaning along with Choni tbfh cuz Barchie has thick as shit Archie wit Betty’s slutty ass #Riverdale,False,en,102,0,2021-02-25 11:19:33,1364897819463712770,"{'neg': 0.293, 'neu': 0.62, 'pos': 0.087, 'compound': -0.8074}","['jeronica', 'would', 'ship', 'intelligence', 'meaning', 'along', 'choni', 'tbfh', 'cuz', 'barchie', 'thick', 'shit', 'archie', 'wit', 'betty', 'slutty', 'ass', 'riverdale']",jeronica would ship intelligence meaning along choni tbfh cuz barchie thick shit archie wit betty slutty ass riverdale
RT @my_kindreds: So when is jeronica hapeening thats the question #Riverdale https://t.co/YwHViRIY8p,False,en,0,2,2021-02-25 08:01:17,1364847922399993860,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'hapeening', 'thats', 'question', 'riverdale']",jeronica hapeening thats question riverdale
I love the bickering between Cami and Cole! On screen or off these 2 are great together #jeronica #Riverdale #vughead https://t.co/k0lTcGkAV4,False,en,14,2,2021-02-25 07:48:40,1364844749614505988,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8622}","['love', 'bickering', 'cami', 'cole', 'screen', '2', 'great', 'together', 'jeronica', 'riverdale', 'vughead']",love bickering cami cole screen 2 great together jeronica riverdale vughead
am i the only one who wants jeronica/vughead revenge? #Riverdale,False,en,3,0,2021-02-25 05:48:27,1364814497735729159,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5267}","['one', 'wants', 'jeronica', 'vughead', 'revenge', 'riverdale']",one wants jeronica vughead revenge riverdale
"RT @VugheadForever: #Vughead #Jeronica #Riverdale 

Parallel: 5x01||5x06 https://t.co/5ysYfYhCcp",False,en,0,6,2021-02-25 05:24:37,1364808498115211264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['vughead', 'jeronica', 'riverdale', 'parallel', '5x01', '5x06']",vughead jeronica riverdale parallel 5x01 5x06
"All I ask, please, more scenes jeronica @WriterRAS #vughead #jeronica",False,en,26,4,2021-02-25 05:01:47,1364802752707190784,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}","['ask', 'please', 'scenes', 'jeronica', 'vughead', 'jeronica']",ask please scenes jeronica vughead jeronica
@medievaIswords are they trying to compare JERONICA to DAIR,False,en,2,0,2021-02-25 05:01:40,1364802723724611584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['trying', 'compare', 'jeronica', 'dair']",trying compare jeronica dair
RT @VugheadForever: I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. #…,False,en,0,3,2021-02-25 04:35:59,1364796258628599810,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
RT @LaBella_Aria: These 2 together would unstoppable ❤️❤️#jeronica #vughead #Riverdale #RiverdaleSeason5 https://t.co/xi0eHwcyjY,False,en,0,19,2021-02-25 04:31:22,1364795096143642625,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}","['2', 'together', 'would', 'unstoppable', 'jeronica', 'vughead', 'riverdale', 'riverdaleseason5']",2 together would unstoppable jeronica vughead riverdale riverdaleseason5
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/WF3afmfNO5,False,en,26,3,2021-02-25 03:37:57,1364781654414266371,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
@greendalewitch and them referring to this as a MEAL??? they are starving god the writers would write jeronica scenes out of pity if they saw this,False,en,0,0,2021-02-25 02:56:57,1364771334451003393,"{'neg': 0.187, 'neu': 0.742, 'pos': 0.071, 'compound': -0.533}","['referring', 'meal', 'starving', 'god', 'writers', 'would', 'write', 'jeronica', 'scenes', 'pity', 'saw']",referring meal starving god writers would write jeronica scenes pity saw
Don’t worry when there’s a reboot later in life everyone will ship Jeronica like people did with Dair https://t.co/0vNTtWuyd4,True,en,12,0,2021-02-25 02:31:51,1364765018567311365,"{'neg': 0.136, 'neu': 0.748, 'pos': 0.117, 'compound': -0.1027}","['worry', 'reboot', 'later', 'life', 'everyone', 'ship', 'jeronica', 'like', 'people', 'dair']",worry reboot later life everyone ship jeronica like people dair
"Even if Riverdale ends without Jeronica and absolutely nothing about them, I will never stop thinking that they would have been a success and an incredible duo to appreciate. #jeronica #vughead #riverdale",False,en,19,4,2021-02-25 02:30:59,1364764803223474176,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.8068}","['even', 'riverdale', 'ends', 'without', 'jeronica', 'absolutely', 'nothing', 'never', 'stop', 'thinking', 'would', 'success', 'incredible', 'duo', 'appreciate', 'jeronica', 'vughead', 'riverdale']",even riverdale ends without jeronica absolutely nothing never stop thinking would success incredible duo appreciate jeronica vughead riverdale
"@azalben Alex, can you say something about Jeronica? There are possibilities or we are crazy drawing theories that do not exist. Give us an answer with all due respect. 🥺🙏",False,en,15,0,2021-02-25 02:26:31,1364763677623214081,"{'neg': 0.072, 'neu': 0.836, 'pos': 0.093, 'compound': 0.1779}","['alex', 'say', 'something', 'jeronica', 'possibilities', 'crazy', 'drawing', 'theories', 'exist', 'give', 'us', 'answer', 'due', 'respect']",alex say something jeronica possibilities crazy drawing theories exist give us answer due respect
