tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
not the ba saying barchie confirmed cause cole is dating someone new. lmao what https://t.co/xUVAAw4qLX,False,en,3,0,2021-03-01 21:14:23,1366497065984008204,"['ba', 'saying', 'barchie', 'confirmed', 'cause', 'cole', 'dating', 'someone', 'new', 'lmao']",not the ba saying barchie confirmed cause cole is dating someone new. lmao what ,0.0,0.0,1.0
@BARCHIE__LOVE @bestxlines @itsbarchiebxtch Ignoring his feelings is love? Lmao,False,en,0,0,2021-03-01 21:14:12,1366497020811358208,"['ignoring', 'feelings', 'love', 'lmao']",  love   ignoring his feelings is love? lmao,0.2857142857142857,0.0,0.7142857142857143
"@barchiescrybaby they will never ruin barchie for us, sorry if they feel miserable, i guess? 😅",False,en,1,0,2021-03-01 21:14:10,1366497012116578304,"['never', 'ruin', 'barchie', 'us', 'sorry', 'feel', 'miserable', 'guess']"," they will never ruin barchie for us, sorry if they feel miserable, i guess? :grinning face with sweat:",0.0,0.0,1.0
RT @dylsbrien: no because when archie finally tells betty “im in love with you” it’s OVER for me. consider me bones https://t.co/gsL5qKm0xR,False,en,0,4,2021-03-01 21:12:19,1366496546343256066,"['archie', 'finally', 'tells', 'betty', 'im', 'love', 'consider', 'bones']",rt : no because when archie finally tells betty “im in love with you” it’s over for me. consider me bones ,0.05,0.0,0.95
RT @caringvarchie: this is literally the cutest thing I've ever seen https://t.co/xNZDhchddC,False,en,0,128,2021-03-01 21:11:57,1366496455129710600,"['literally', 'cutest', 'thing', 'ever', 'seen']",rt : this is literally the cutest thing i've ever seen ,0.0,0.0,1.0
RT @baxarchs: Never knew how much I disliked these ships until I finally saw what had been sitting there all along and all the chemistry we…,False,en,0,3,2021-03-01 21:11:44,1366496399051747328,"['never', 'knew', 'much', 'disliked', 'ships', 'finally', 'saw', 'sitting', 'along', 'chemistry']",rt : never knew how much i disliked these ships until i finally saw what had been sitting there all along and all the chemistry we…,0.04,0.0,0.96
the fact y’all are running out of things to say about varchie and have been for a while that y’all have to take so many of their scenes out of context 😭😭 plus you’d be saying that it was a serve if it was barchie,False,en,6,0,2021-03-01 21:11:42,1366496392001290243,"['fact', 'running', 'things', 'say', 'varchie', 'take', 'many', 'scenes', 'context', 'plus', 'saying', 'serve', 'barchie']",the fact y’all are running out of things to say about varchie and have been for a while that y’all have to take so many of their scenes out of context :loudly crying face::loudly crying face: plus you’d be saying that it was a serve if it was barchie,0.0,0.0,1.0
@cappuchoni barchie endgame secured,False,en,13,0,2021-03-01 21:11:24,1366496315698479109,"['barchie', 'endgame', 'secured']", barchie endgame secured,0.3333333333333333,0.0,0.6666666666666666
RT @dylsbrien: people acting like archie wasn’t literally with betty and supporting her during the black hood situation and like he didn’t…,False,en,0,27,2021-03-01 21:10:43,1366496144902209539,"['people', 'acting', 'like', 'archie', 'literally', 'betty', 'supporting', 'black', 'hood', 'situation', 'like']",rt : people acting like archie wasn’t literally with betty and supporting her during the black hood situation and like he didn’t…,0.09523809523809523,0.0,0.9047619047619048
barchie are the most popular riverdale ship im telling y’all the locals are on our side https://t.co/UNZxuanW9w,False,en,10,0,2021-03-01 21:09:44,1366495894032515078,"['barchie', 'popular', 'riverdale', 'ship', 'im', 'telling', 'locals', 'side']",barchie are the most popular riverdale ship im telling y’all the locals are on our side ,0.0,0.0,1.0
RT @BETTYSCHANEL: when betty introduces archie as her friend to glenn i'm gonna laugh so hard https://t.co/wHh6dp2rpw,False,en,0,7,2021-03-01 21:09:06,1366495736909733896,"['betty', 'introduces', 'archie', 'friend', 'glenn', 'gonna', 'laugh', 'hard']",rt : when betty introduces archie as her friend to glenn i'm gonna laugh so hard ,0.0,0.0,1.0
so barchie endgame confirmed? https://t.co/UvalN3kMed https://t.co/THHarRlnFb,True,en,11,0,2021-03-01 21:08:11,1366495504780132352,"['barchie', 'endgame', 'confirmed']",so barchie endgame confirmed?  ,0.25,0.0,0.75
"RT @barchiediary: archie’s here 
betty’s here 
and you know what? bones too https://t.co/4uDLiwGKUb",False,en,0,4,2021-03-01 21:07:59,1366495456247885826,"['archie', 'betty', 'know', 'bones']","rt : archie’s here 
betty’s here 
and you know what? bones too ",0.0,0.0,1.0
"RT @bcttystoni: is there something she can't do ?? 
 https://t.co/TDovOXbszN",False,en,0,5,2021-03-01 21:07:29,1366495331286974466,['something'],"rt : is there something she can't do ?? 
 ",0.0,0.0,1.0
RT @xoxo_barchie: @BETTYSCHANEL because its her childhood bedroom in her teenage years gonna be hella nostalgic 😩 🤧,False,en,0,3,2021-03-01 21:07:26,1366495315977789446,"['childhood', 'bedroom', 'teenage', 'years', 'gonna', 'hella', 'nostalgic']",rt  barchie:  because its her childhood bedroom in her teenage years gonna be hella nostalgic :weary face: :sneezing face:,0.0,0.0,1.0
RT @BETTYSCHANEL: why does this shit always send helpsldkfjsdsdf https://t.co/BBlwqwaDh2,False,en,0,4,2021-03-01 21:06:31,1366495086574514180,"['shit', 'always', 'send', 'helpsldkfjsdsdf']",rt : why does this shit always send helpsldkfjsdsdf ,0.0,0.0,1.0
RT @archiebstty: SMACK CAM https://t.co/cvMeERgbCd,False,en,0,4,2021-03-01 21:06:26,1366495066269827077,"['smack', 'cam']",rt : smack cam ,0.0,0.0,1.0
"@evqnhs you will never know what a couple's evolution is, because barchie is not a",False,en,0,0,2021-03-01 21:06:05,1366494978109751296,"['never', 'know', 'couple', 'evolution', 'barchie']"," you will never know what a couple's evolution is, because barchie is not a",0.0,0.0,1.0
not v***chies in my mentions saying barchie is just sex 😭😭😭 aren’t they tired yet?,False,en,0,0,2021-03-01 21:05:48,1366494904692731911,"['v', 'chies', 'mentions', 'saying', 'barchie', 'sex', 'tired', 'yet']",not v***chies in my mentions saying barchie is just sex :loudly crying face::loudly crying face::loudly crying face: aren’t they tired yet?,0.0,0.0,1.0
@CRAINFlLMS @lvtwstan @hangethoughts they can follow the barchie blueprint,False,en,0,0,2021-03-01 21:05:38,1366494863907250183,"['follow', 'barchie', 'blueprint']",   they can follow the barchie blueprint,0.0,0.0,1.0
RT @dylsbrien: sorry but they are bones https://t.co/syksGmIFZG,False,en,0,4,2021-03-01 21:04:32,1366494586949021702,"['sorry', 'bones']",rt : sorry but they are bones ,0.0,0.0,1.0
RT @chonibIossom: thank you god for making me a lesbian https://t.co/JH3kTn7GXD,False,en,0,23,2021-03-01 21:04:26,1366494561099534337,"['thank', 'god', 'making', 'lesbian']",rt : thank you god for making me a lesbian ,0.0,0.0,1.0
RT @barchieorigin: beggie kissing and archie refusing veronica because he saw that he is really in love with betty https://t.co/7BJVjvb1gW,False,en,0,8,2021-03-01 21:03:57,1366494438747439104,"['beggie', 'kissing', 'archie', 'refusing', 'veronica', 'saw', 'really', 'love', 'betty']",rt : beggie kissing and archie refusing veronica because he saw that he is really in love with betty ,0.05555555555555555,0.0,0.9444444444444444
RT @barchie420: in more exciting news https://t.co/cNCvEnlr2N,False,en,0,7,2021-03-01 21:02:45,1366494137025970183,"['exciting', 'news']",rt : in more exciting news ,0.0,0.0,1.0
RT @jaceyskeene: sprousehart really over https://t.co/03dhSJMpoW,False,en,0,11,2021-03-01 21:02:27,1366494061352407041,"['sprousehart', 'really']",rt : sprousehart really over ,0.0,0.0,1.0
RT @barcheated: Ok but tell me which one out of the 2 gets the most likes on rvds insta and Twitter posts. https://t.co/9H6isUHifV,True,en,0,6,2021-03-01 21:01:42,1366493875561517059,"['ok', 'tell', 'one', '2', 'gets', 'likes', 'rvds', 'insta', 'twitter', 'posts']",rt : ok but tell me which one out of the 2 gets the most likes on rvds insta and twitter posts. ,0.047619047619047616,0.0,0.9523809523809523
RT @alphasarrows: I'm still pissed that Betty was literally the only person weirded out by and worried about the Grundy situation,False,en,0,4,2021-03-01 21:00:49,1366493652021899271,"['still', 'pissed', 'betty', 'literally', 'person', 'weirded', 'worried', 'grundy', 'situation']",rt : i'm still pissed that betty was literally the only person weirded out by and worried about the grundy situation,0.0,0.0,1.0
RT @barchiesblossom: sprouseharts found 6 feet under https://t.co/0YqR2YnrUT,False,en,0,25,2021-03-01 21:00:00,1366493444676472832,"['sprouseharts', 'found', '6', 'feet']",rt : sprouseharts found 6 feet under ,0.0,0.0,1.0
RT @jaceyskeene: so for 5x10 are we trending bugvarchiebones or sumn?,False,en,0,3,2021-03-01 20:58:53,1366493165679738883,"['5x10', 'trending', 'bugvarchiebones', 'sumn']",rt : so for 5x10 are we trending bugvarchiebones or sumn?,0.0,0.0,1.0
barchie endgame confirmed https://t.co/FTCpY6ipDj,False,en,4,0,2021-03-01 20:58:40,1366493109434089479,"['barchie', 'endgame', 'confirmed']",barchie endgame confirmed ,0.3333333333333333,0.0,0.6666666666666666
RT @BarchieUpdates: Sending my therapy bills to #Riverdale writers https://t.co/Mk6VvsfStg,False,en,0,25,2021-03-01 20:58:22,1366493037052968962,"['sending', 'therapy', 'bills', 'riverdale', 'writers']",rt : sending my therapy bills to riverdale writers ,0.0,0.0,1.0
BARCHIE ENDGAME IN THE BAG??? https://t.co/4oPjnyQWz5,False,en,18,0,2021-03-01 20:57:37,1366492846639882240,"['barchie', 'endgame', 'bag']",barchie endgame in the bag??? ,0.2,0.0,0.8
"@barchanted Season 3 and 4a was so dry. I was about to leave around 4x09 no joke. But I had a decent feeling about the end of four so I stayed and 4x11 happened and I finally saw that spark of hope, an opening for barchie so I stayed",False,en,3,0,2021-03-01 20:57:22,1366492784895655942,"['season', '3', '4a', 'dry', 'leave', 'around', '4x09', 'joke', 'decent', 'feeling', 'end', 'four', 'stayed', '4x11', 'happened', 'finally', 'saw', 'spark', 'hope', 'opening', 'barchie', 'stayed']"," season 3 and 4a was so dry. i was about to leave around 4x09 no joke. but i had a decent feeling about the end of four so i stayed and 4x11 happened and i finally saw that spark of hope, an opening for barchie so i stayed",0.0,0.0,1.0
@barchiediary MORE THAN A ONE TIME EVENT VS. NEED A DISTRACTION? ....barchie endgame married 3 kids big house 🥳😋,False,en,1,0,2021-03-01 20:57:13,1366492746974953474,"['one', 'time', 'event', 'vs', 'need', 'distraction', 'barchie', 'endgame', 'married', '3', 'kids', 'big', 'house']", more than a one time event vs. need a distraction? ....barchie endgame married 3 kids big house :partying face::face savoring food:,0.13636363636363638,0.13636363636363638,0.7272727272727273
why are y’all saying barchie endgame confirmed https://t.co/eoPTnnqMjL,False,en,1,0,2021-03-01 20:57:05,1366492711054958603,"['saying', 'barchie', 'endgame', 'confirmed']",why are y’all saying barchie endgame confirmed ,0.14285714285714285,0.0,0.8571428571428571
in other news barchie endgame https://t.co/stuwz99DQg,True,en,33,0,2021-03-01 20:57:01,1366492694428721155,"['news', 'barchie', 'endgame']",in other news barchie endgame ,0.2,0.0,0.8
RT @chonibIossom: southside themed choni &gt;&gt;&gt; https://t.co/iMxH6PQ0eG,False,en,0,53,2021-03-01 20:56:53,1366492661461450760,"['southside', 'themed', 'choni', 'gt', 'gt', 'gt']",rt : southside themed choni &gt;&gt;&gt; ,0.0,0.0,1.0
@slowburnsftw Network profiting out of Sh is over. Barchie endgame,False,en,5,0,2021-03-01 20:56:42,1366492616376938502,"['network', 'profiting', 'sh', 'barchie', 'endgame']", network profiting out of sh is over. barchie endgame,0.1111111111111111,0.0,0.8888888888888888
the way archie keeps his eyes on betty in that porch scene I WILL BE SUING SOMEBODYYYYY barchie is insane,False,en,15,0,2021-03-01 20:55:50,1366492397144862724,"['way', 'archie', 'keeps', 'eyes', 'betty', 'porch', 'scene', 'suing', 'somebodyyyyy', 'barchie', 'insane']",the way archie keeps his eyes on betty in that porch scene i will be suing somebodyyyyy barchie is insane,0.0,0.0,1.0
RT @andrcwsbctty: the way she was smiling before she kissed him and y'all still think barchie is just sex https://t.co/GsEf4GKu0o,False,en,0,2,2021-03-01 20:54:09,1366491976254767104,"['way', 'smiling', 'kissed', 'still', 'think', 'barchie', 'sex']",rt : the way she was smiling before she kissed him and y'all still think barchie is just sex ,0.0,0.0,1.0
RT @brchiestar: childhood best friends to lovers is literally my brand like any ship that has that is already sold to me https://t.co/BSHZk…,False,en,0,1,2021-03-01 20:54:03,1366491950514393092,"['childhood', 'best', 'friends', 'lovers', 'literally', 'brand', 'like', 'ship', 'already', 'sold']",rt : childhood best friends to lovers is literally my brand like any ship that has that is already sold to me ,0.09523809523809523,0.0,0.9047619047619048
RT @itwasforbetty: They really kiss like THIS and expect not to catch feelings?? Okay...  https://t.co/6y40pDuYuH,False,en,0,22,2021-03-01 20:53:45,1366491874484174849,"['really', 'kiss', 'like', 'expect', 'catch', 'feelings', 'okay']",rt : they really kiss like this and expect not to catch feelings?? okay...  ,0.17647058823529413,0.17647058823529413,0.6470588235294118
u watch riverdale ion wanna hear shit from a barchie stan or wtv https://t.co/venFJuB316,True,en,1,0,2021-03-01 20:53:42,1366491862253539329,"['u', 'watch', 'riverdale', 'ion', 'wanna', 'hear', 'shit', 'barchie', 'stan', 'wtv']",u watch riverdale ion wanna hear shit from a barchie stan or wtv ,0.0,0.0,1.0
RT @barchiesheart: love confession in mid season finale? yes or no?,False,en,0,1,2021-03-01 20:52:35,1366491578232156163,"['love', 'confession', 'mid', 'season', 'finale', 'yes']",rt : love confession in mid season finale? yes or no?,0.1,0.0,0.9
@colxlili barchie shippers,False,en,0,0,2021-03-01 20:51:28,1366491299566747661,"['barchie', 'shippers']", barchie shippers,0.0,0.0,1.0
@xoxo_barchie “she wears a mask too” please 💀,False,en,0,0,2021-03-01 20:50:12,1366490978517975042,"['wears', 'mask', 'please']", barchie “she wears a mask too” please :skull:,0.0,0.0,1.0
@xoxo_barchie painfully accurate,False,en,0,0,2021-03-01 20:48:51,1366490640352174084,"['painfully', 'accurate']", barchie painfully accurate,0.0,0.0,1.0
@BETTYSCHANEL because its her childhood bedroom in her teenage years gonna be hella nostalgic 😩 🤧,False,en,8,3,2021-03-01 20:48:15,1366490490443595782,"['childhood', 'bedroom', 'teenage', 'years', 'gonna', 'hella', 'nostalgic']", because its her childhood bedroom in her teenage years gonna be hella nostalgic :weary face: :sneezing face:,0.0,0.0,1.0
"Watch shs be like ""No he still loves lili because the girl he's with is blonde lili is blonde "" or ""Lili has the same jacket as she does and she wears a mask too "" https://t.co/ZiTYdULrFe",True,en,53,6,2021-03-01 20:47:15,1366490238839910400,"['watch', 'shs', 'like', 'still', 'loves', 'lili', 'girl', 'blonde', 'lili', 'blonde', 'lili', 'jacket', 'wears', 'mask']","watch shs be like ""no he still loves lili because the girl he's with is blonde lili is blonde "" or ""lili has the same jacket as she does and she wears a mask too "" ",0.05555555555555555,0.0,0.9444444444444444
@hcssandras barchie got them mad 🤣🤣🤣,False,en,0,0,2021-03-01 20:46:36,1366490073802309632,"['barchie', 'got', 'mad']", barchie got them mad :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:,0.0,0.0,1.0
@reaIhotgirlskit i don’t know 😭😭😭 but they are slandering the show so much and im not meant to take this personally but barchie 💔 https://t.co/iQEKdhBkLP,False,en,1,0,2021-03-01 20:46:24,1366490023864897536,"['know', 'slandering', 'show', 'much', 'im', 'meant', 'take', 'personally', 'barchie']", i don’t know :loudly crying face::loudly crying face::loudly crying face: but they are slandering the show so much and im not meant to take this personally but barchie :broken heart: ,0.0,0.0,1.0
"the saddest part of not having comic-con is losing the opportunity of asking them about the serve of s5 barchie, just like happened with the whole barchie s4b cheating tea https://t.co/CZsZKDsWoC",False,en,1,0,2021-03-01 20:45:36,1366489824404897792,"['saddest', 'part', 'comic', 'con', 'losing', 'opportunity', 'asking', 'serve', 's5', 'barchie', 'like', 'happened', 'whole', 'barchie', 's4b', 'cheating', 'tea']","the saddest part of not having comic-con is losing the opportunity of asking them about the serve of s5 barchie, just like happened with the whole barchie s4b cheating tea ",0.03333333333333333,0.0,0.9666666666666667
@mcltons Omg promote barchie,False,en,0,0,2021-03-01 20:43:56,1366489404198449154,"['omg', 'promote', 'barchie']", omg promote barchie,0.0,0.0,1.0
idk why but barchie having sex at betty's is gonna hit different https://t.co/8Kq2gqvQ0E,False,en,78,7,2021-03-01 20:42:55,1366489147809034241,"['idk', 'barchie', 'sex', 'betty', 'gonna', 'hit', 'different']",idk why but barchie having sex at betty's is gonna hit different ,0.0,0.0,1.0
@barchiediary lmao the likes SENDING,False,en,4,0,2021-03-01 20:42:02,1366488925527805955,"['lmao', 'likes', 'sending']", lmao the likes sending,0.25,0.0,0.75
my irl just said tessa and hardin are better than barchie i feel traumatized,False,en,10,0,2021-03-01 20:40:44,1366488597965250567,"['irl', 'said', 'tessa', 'hardin', 'better', 'barchie', 'feel', 'traumatized']",my irl just said tessa and hardin are better than barchie i feel traumatized,0.0,0.0,1.0
+bed cuddling and comforting each other. in conclusion no betty wasn’t looking for him. this is primarily a barchie scene.,False,en,0,0,2021-03-01 20:40:38,1366488571474026498,"['bed', 'cuddling', 'comforting', 'conclusion', 'betty', 'looking', 'primarily', 'barchie', 'scene']",+bed cuddling and comforting each other. in conclusion no betty wasn’t looking for him. this is primarily a barchie scene.,0.0,0.0,1.0
Why are people comparing the 4 season relationships of bh/va to the the 2 episode fwb of barchie???? Make it make sense,False,en,53,3,2021-03-01 20:39:33,1366488299662147585,"['people', 'comparing', '4', 'season', 'relationships', 'bh', 'va', '2', 'episode', 'fwb', 'barchie', 'make', 'make', 'sense']",why are people comparing the 4 season relationships of bh/va to the the 2 episode fwb of barchie???? make it make sense,0.0,0.0,1.0
sorry but i wanna see barchie get into an angsty fight. https://t.co/P4CFN0RNct,False,en,57,4,2021-03-01 20:39:13,1366488217843691520,"['sorry', 'wanna', 'see', 'barchie', 'get', 'angsty', 'fight']",sorry but i wanna see barchie get into an angsty fight. ,0.0,0.0,1.0
"@slowburnsftw Exactly, barchie is literally there front and centre idk what they were trying to do 😭",False,en,8,1,2021-03-01 20:36:54,1366487631111028743,"['exactly', 'barchie', 'literally', 'front', 'centre', 'idk', 'trying']"," exactly, barchie is literally there front and centre idk what they were trying to do :loudly crying face:",0.0,0.0,1.0
@ronnieandrewss @RiverdaleWriter @WriterRAS honestly the fact that barchie has as much as they do compared to bughead and varchie is already impressive considering the fact they never dated or had as many scenes,False,en,19,0,2021-03-01 20:36:41,1366487576568332288,"['honestly', 'fact', 'barchie', 'much', 'compared', 'bughead', 'varchie', 'already', 'impressive', 'considering', 'fact', 'never', 'dated', 'many', 'scenes']",   honestly the fact that barchie has as much as they do compared to bughead and varchie is already impressive considering the fact they never dated or had as many scenes,0.0,0.0,1.0
@lilireinhart please help tag her so she can see this 🥰 #lili #barchie #LiliReinhart #bettycooper #kjapa https://t.co/Dd0JKzyExa,False,en,184,29,2021-03-01 20:36:34,1366487551171833859,"['please', 'help', 'tag', 'see', 'lili', 'barchie', 'lilireinhart', 'bettycooper', 'kjapa']", please help tag her so she can see this :smiling face with hearts: lili barchie lilireinhart bettycooper kjapa ,0.0,0.0,1.0
can someone drop the barchie clarity edit?,False,en,3,0,2021-03-01 20:34:34,1366487044965466114,"['someone', 'drop', 'barchie', 'clarity', 'edit']",can someone drop the barchie clarity edit?,0.0,0.0,1.0
"barchie so true 

https://t.co/zmYSuw30uu https://t.co/ARdmANT1ER",True,en,2,0,2021-03-01 20:32:52,1366486619939868682,"['barchie', 'true']","barchie so true 

 ",0.0,0.0,1.0
"@ronnieandrewss @RiverdaleWriter @WriterRAS So?? In ship polls Varchie is always the last one picked LMAO 

also you can't compare 4+ seasons of Varchie with 2 episodes of Barchie..",False,en,28,0,2021-03-01 20:27:53,1366485365381545988,"['ship', 'polls', 'varchie', 'always', 'last', 'one', 'picked', 'lmao', 'also', 'compare', '4', 'seasons', 'varchie', '2', 'episodes', 'barchie']","   so?? in ship polls varchie is always the last one picked lmao 

also you can't compare 4+ seasons of varchie with 2 episodes of barchie..",0.0,0.0,1.0
"RT @slowburnsftw: yes. no one is going to write a show on your personal behalf, did you think that was your other option? https://t.co/g7iY…",False,en,0,4,2021-03-01 20:27:13,1366485197064200193,"['yes', 'one', 'going', 'write', 'show', 'personal', 'behalf', 'think', 'option']","rt : yes. no one is going to write a show on your personal behalf, did you think that was your other option? ",0.0,0.0,1.0
RT @barchiesblossom: enough said https://t.co/eIw2CP0xCq,False,en,0,27,2021-03-01 20:26:47,1366485085298585602,"['enough', 'said']",rt : enough said ,0.0,0.0,1.0
RT @barchieskeene: i miss barchie ☹️,False,en,0,1,2021-03-01 20:26:25,1366484996664475649,"['miss', 'barchie']",rt : i miss barchie :frowning face:,0.0,0.0,1.0
"“V*rchie is endgame and Barchie was just a fling”

Then why make this type of parallel? 
“...was for Betty...” 🤔 https://t.co/Y4mJMm5ZgH",False,en,187,32,2021-03-01 20:13:36,1366481769860595717,"['v', 'rchie', 'endgame', 'barchie', 'fling', 'make', 'type', 'parallel', 'betty']","“v*rchie is endgame and barchie was just a fling”

then why make this type of parallel? 
“...was for betty...” :thinking face: ",0.12000000000000002,0.24000000000000005,0.64
i miss barchie ☹️,False,en,12,1,2021-03-01 20:10:27,1366480976419975169,"['miss', 'barchie']",i miss barchie :frowning face:,0.0,0.0,1.0
"@Jewels__20 For instance, I love Barchie’s chemistry, but it’s not why I ship them. What I really love is their whole relationship, from the childhood history to the unbreakable, will do anything for each other bond, to the deep friendship to the still tbd romantic feelings (lol).",False,en,1,0,2021-03-01 20:03:18,1366479175737991171,"['instance', 'love', 'barchie', 'chemistry', 'ship', 'really', 'love', 'whole', 'relationship', 'childhood', 'history', 'unbreakable', 'anything', 'bond', 'deep', 'friendship', 'still', 'tbd', 'romantic', 'feelings', 'lol']","  20 for instance, i love barchie’s chemistry, but it’s not why i ship them. what i really love is their whole relationship, from the childhood history to the unbreakable, will do anything for each other bond, to the deep friendship to the still tbd romantic feelings (lol).",0.0425531914893617,0.0,0.9574468085106383
@NancyRiverDrew Keep dismissing narrative. It’s just going to make it worse for you when you’re busy writing your baseless anti-Barchie think piece that no one is going to take seriously.,False,en,0,0,2021-03-01 20:01:01,1366478603735728131,"['keep', 'dismissing', 'narrative', 'going', 'make', 'worse', 'busy', 'writing', 'baseless', 'anti', 'barchie', 'think', 'piece', 'one', 'going', 'take', 'seriously']", keep dismissing narrative. it’s just going to make it worse for you when you’re busy writing your baseless anti-barchie think piece that no one is going to take seriously.,0.0,0.0,1.0
Bughead czy Barchie,False,en,2,0,2021-03-01 19:52:09,1366476369920733196,"['bughead', 'czy', 'barchie']",bughead czy barchie,0.0,0.0,1.0
"RT @delenasdaydream: ""you are, by far, the greatest thing that ever happened to me in my 173 years on this earth. i get to die knowing i wa…",False,en,0,126,2021-03-01 19:47:44,1366475258803421186,"['far', 'greatest', 'thing', 'ever', 'happened', '173', 'years', 'earth', 'get', 'die', 'knowing', 'wa']","rt : ""you are, by far, the greatest thing that ever happened to me in my 173 years on this earth. i get to die knowing i wa…",0.037037037037037035,0.0,0.9629629629629629
RT @slowburnsftw: it’s been 1 epi &amp; there’s more analysis of ba having sex instead of talking (which is the point of fwb) &amp; yet there was s…,False,en,0,18,2021-03-01 19:47:08,1366475110039891998,"['1', 'epi', 'amp', 'analysis', 'ba', 'sex', 'instead', 'talking', 'point', 'fwb', 'amp', 'yet']",rt : it’s been 1 epi &amp; there’s more analysis of ba having sex instead of talking (which is the point of fwb) &amp; yet there was s…,0.0,0.0,1.0
"RT @cherylstopaaz: this is everything. cheryl in toni’s flannel, their smiles and them cuddling 🥺 https://t.co/coyWx5JM4c",False,en,0,19,2021-03-01 19:46:41,1366474995094990851,"['everything', 'cheryl', 'toni', 'flannel', 'smiles', 'cuddling']","rt : this is everything. cheryl in toni’s flannel, their smiles and them cuddling :pleading face: ",0.0,0.0,1.0
"RT @barchieskeene: @bacheating omg it was me, i got bored and wrote it 😭",False,en,0,1,2021-03-01 19:46:09,1366474861753827330,"['omg', 'got', 'bored', 'wrote']","rt :  omg it was me, i got bored and wrote it :loudly crying face:",0.0,0.0,1.0
RT @bacheating: I don’t know who made this (if you know please tag) but i love you 😩😩 https://t.co/Nut67sKQqT,False,en,0,7,2021-03-01 19:46:03,1366474835048677377,"['know', 'made', 'know', 'please', 'tag', 'love']",rt : i don’t know who made this (if you know please tag) but i love you :weary face::weary face: ,0.0625,0.0,0.9375
RT @lodgesecrets: lili reinhart as rapunzel a thread; @lilireinhart https://t.co/CNjhDKWXMT,False,en,0,149,2021-03-01 19:45:28,1366474691079208960,"['lili', 'reinhart', 'rapunzel', 'thread']",rt : lili reinhart as rapunzel a thread;  ,0.0,0.0,1.0
RT @chonibIossom: i just think that riverdale women in the pops outfit https://t.co/gQaE6EASrp,False,en,0,51,2021-03-01 19:45:08,1366474607134445574,"['think', 'riverdale', 'women', 'pops', 'outfit']",rt : i just think that riverdale women in the pops outfit ,0.0,0.0,1.0
so so sad no barchie this week https://t.co/ewCh6yps9r,False,en,0,0,2021-03-01 19:45:03,1366474582769754113,"['sad', 'barchie', 'week']",so so sad no barchie this week ,0.0,0.0,1.0
"RT @chonigif: ""LEAVE""
[5x06] #riverdale https://t.co/Jsrzn0Wm0y",False,en,0,74,2021-03-01 19:43:59,1366474317110861829,"['leave', '5x06', 'riverdale']","rt : ""leave""
[5x06] riverdale ",0.0,0.0,1.0
RT @cherylstopaaz: the amount of choni scenes we’ve had where choni are holdings hands but the camera never shows it ... homophobic really,False,en,0,8,2021-03-01 19:43:32,1366474204007321601,"['amount', 'choni', 'scenes', 'choni', 'holdings', 'hands', 'camera', 'never', 'shows', 'homophobic', 'really']",rt : the amount of choni scenes we’ve had where choni are holdings hands but the camera never shows it ... homophobic really,0.0,0.045454545454545456,0.9545454545454546
RT @ohtopaz: everybody move https://t.co/LdPeZ6152s,False,en,0,22,2021-03-01 19:43:18,1366474143479250946,"['everybody', 'move']",rt : everybody move ,0.0,0.0,1.0
RT @90BARCHIE: THE WAY SHE LOOKS AT HIM OMFG https://t.co/bsADxwpFKo,False,en,0,13,2021-03-01 19:42:14,1366473877820497931,"['way', 'looks', 'omfg']",rt : the way she looks at him omfg ,0.0,0.0,1.0
RT @jaceyskeene: wait so kj was 18 during season 1 and the actress that plays ms.grundy was 33...looks around,False,en,0,6,2021-03-01 19:41:24,1366473664829530114,"['wait', 'kj', '18', 'season', '1', 'actress', 'plays', 'ms', 'grundy', '33', 'looks', 'around']",rt : wait so kj was 18 during season 1 and the actress that plays ms.grundy was 33...looks around,0.0,0.05555555555555555,0.9444444444444444
"5 days without barchie

i’m getting cold sweats. nightmares..sleep paralysis. food tastes bland and makes me nauseous. im losing my mind ...the walls are starting to move",False,en,27,2,2021-03-01 19:41:11,1366473613092749315,"['5', 'days', 'without', 'barchie', 'getting', 'cold', 'sweats', 'nightmares', 'sleep', 'paralysis', 'food', 'tastes', 'bland', 'makes', 'nauseous', 'im', 'losing', 'mind', 'walls', 'starting', 'move']","5 days without barchie

i’m getting cold sweats. nightmares..sleep paralysis. food tastes bland and makes me nauseous. im losing my mind ...the walls are starting to move",0.0,0.037037037037037035,0.9629629629629629
me w barchie and serenate 😁 https://t.co/DgDNQCzgXD,True,en,3,0,2021-03-01 19:32:36,1366471450656391172,"['w', 'barchie', 'serenate']",me w barchie and serenate :beaming face with smiling eyes: ,0.0,0.0,1.0
@ronnieandrewss @barchiedestiny @RiverdaleWriter @ArchieComics No I don't think she did,False,en,0,0,2021-03-01 19:31:44,1366471233185972232,['think'],    no i don't think she did,0.0,0.0,1.0
RT @fwbarchie: i just think that barchie kisses.. https://t.co/xTQH6b9zwW,False,en,0,30,2021-03-01 19:30:23,1366470892998586368,"['think', 'barchie', 'kisses']",rt : i just think that barchie kisses.. ,0.0,0.0,1.0
